ID,Type,Name,Documentation,Specialization
04db5221-0ecf-4e44-8c24-d99e87c6fbed,ApplicationComponent,SOM,b'',b''
053129c7-0480-4e1e-9a27-7ebe229a5c40,ApplicationComponent,Datalake Amont Champagne,b'',b''
05ca12f5-2961-44ce-9736-29c05473b7d9,ApplicationComponent,Viniteca Vignes,b'',b''
0f16d817-d6ae-48dc-a38c-ea0ba98a7956,ApplicationComponent,iDCuvePro,b'',b''
11c6d98d-3b02-4efb-8b6b-836829277624,ApplicationComponent,Boomi MH USA,b'',b''
12dea1b9-5709-48b5-9b2e-bab33753d771,ApplicationComponent,Engage Backend (GCP),b'Flux Customer\r\nGoogle Analytics: pyganalytics\r\nGoogle Workspace Spreadsheet: pyspreadsheet\r\nSocial Bakers: azure.storage.blob (dump csv)\r\nFacebook: pyfbook\r\nRadarly: SQL insert\r\n',b''
14f6467b-263a-4708-aa6c-91f8aba0495a,ApplicationComponent,Hybris,b'',b''
15a22fed-01d3-4ecd-a4e8-bf2a7d115b08,ApplicationComponent,Hyphen Portique App,b'',b''
200b7f04-b910-4036-bf1d-1d4fea06a626,ApplicationComponent,Visits & Hospitality MHCS,b'',b''
224e78a5-14e4-400c-9386-016ca7040551,ApplicationComponent,Solulabo Hennessy,"b'solution propri\xc3\xa9taire\r\nsoci\xc3\xa9t\xc3\xa9 ""lims\xc3\xa9o""\r\n\xc3\xa0 r\xc3\xa9ception d\'un echantillon, SL appelle getEchantillon\r\n'",b''
2263aa75-14d8-44a3-9527-4c483b93347b,ApplicationComponent,Website Baron B,b'',b''
25cb6f22-51ff-4422-8733-5d484b056989,ApplicationComponent,Website Moët&Chandon,b'',b''
2ddbf885-1a54-485f-b2c4-348c740cb54e,ApplicationComponent,Cueillette Mobile,b'',b''
2e91358b-71b0-492b-af46-582298985100,ApplicationComponent,SF Marketing Cloud,b'',b''
303547eb-3760-42bf-912d-5f1e20b42262,ApplicationComponent,eGate,b'dev sp\xc3\xa9\r\nVincent PERRIN\r\nsupport: Pierre BLANCHEZ',b''
314c767c-fa57-4228-bb94-d112c935ed19,ApplicationComponent,Captain Wallet,b'',b''
3329e13b-ba97-4ad4-b289-16ba109380b9,ApplicationComponent,AUS POS,"b'POS ""point of sale"" application for MH Australia'",b''
34f53a9a-424b-4acc-8eb9-e6e59ad55bb2,ApplicationComponent,Salesforce Engage,b'',b''
356bb751-1c0c-4c2a-8efe-8a1038bdbf4e,ApplicationComponent,dlk-engage-commercecloud,b'',b''
3a6ecb61-d521-45e4-817e-a5ef601dd580,ApplicationComponent,TriOptique,b'',b''
40574910-600d-49f7-afe1-480f94fc4582,ApplicationComponent,iDApport,b'',b''
42c19a58-ed64-4e57-8808-7fb47aa8e4c6,ApplicationComponent,BNIC Partage,b'Application web BNIC pour partage de donn\xc3\xa9es',b''
445e8978-ccd4-468a-9c83-e51003b1c252,ApplicationComponent,MH CN,b'',b''
5e51fec8-9c19-495c-8ebf-a16ea6da9262,ApplicationComponent,AUS WineDirect,b'ecommerce MH Australia\r\n\r\nWineDirect API capabilities\r\n- webhook for contact and membership objects\r\n- search api for all objects\r\n',b''
5e954494-4e5c-4e29-b297-e11560073364,ApplicationComponent,MES Hennessy,b'',b''
6050ec13-e3d2-4864-874d-d2d04f8decb3,ApplicationComponent,BNIC Concerto,b'Application web BNIC pour \xc3\xa9hange documents douaniers',b''
62679ec8-f4c4-499f-b122-3e3439e84415,ApplicationComponent,eCep,b'',b''
6dc9a6f8-395f-48ee-8318-24ef079bd1bc,ApplicationComponent,*DigitEvent,"b""Application de gestion d'\xc3\xa9v\xc3\xa8nements""",b''
74109e48-7425-4873-95b0-71cdeb9244cc,ApplicationComponent,Website Veuve Clicquot,b'',b''
7464a10e-30f3-4638-96ac-3b7b21f63df8,ApplicationComponent,Grapp (Portail Partenaires),b'Consumer name: \tPortail Partenaires\r\nDrupal: ne pas modifier\r\nCPI: Pierre BLANCHEZ\r\nint\xc3\xa9grateur Soci\xc3\xa9t\xc3\xa9 Disko\r\n',b''
76e07d78-061e-4a44-a209-3fad1f475d9d,ApplicationComponent,MH Selection (Commerce Cloud),b'MH Selection \r\n(Commerce Cloud)\r\n',b''
9bb977ee-94ba-4e79-a4ed-829484f98eb1,ApplicationComponent,Website Hennessy,b'',b''
a5010852-08db-4dc6-b8b1-1768735eb0fe,ApplicationComponent,Website Chandon Argentina,b'',b''
a75bbb5f-e71e-4e4b-bf04-122bc3d8091f,ApplicationComponent,Ecommerce - DCC,b'',b''
b3342582-1f06-4675-9b3b-f89363d2ea6b,ApplicationComponent,Website Krug,b'',b''
b92a0312-0844-4e8d-9214-df2f2671e6ed,ApplicationComponent,Solulabo Champagne,b'',b''
bf13d7c6-f22c-488b-b00a-575b2c01ca1b,ApplicationComponent,TWS,b'',b''
d055ef28-847d-4cad-8505-c7e64bc4cce1,ApplicationComponent,Website Mercier,b'',b''
d2000603-10a5-442b-b2b1-80d7f40b4ada,ApplicationComponent,Website Ruinart,b'',b''
d2069494-ee49-4ad4-8e43-d3ebc41ad1ab,ApplicationComponent,Visits & Hospitality Hennessy,b'',b''
d521048e-71b6-4116-ae80-6a4482d22647,ApplicationComponent,Engage Sales (Sales Cloud),b'Engage Sales (Sales Cloud)\r\n',b''
d86ccb2f-bc87-4213-9fd9-e16f718267d0,ApplicationComponent,Shopify Aus,b'Issu de GCP car Shopify ne peut pas emettre les webhooks sous le bon format.',b''
d92fe671-761a-41c9-8fd2-8d0c8e4ce8ac,ApplicationComponent,SAP ECC,b'contactFadoua CGI\r\neda.datalake_sales_marketing.contacts',b''
dc0c373c-8974-48f5-84b6-ab41205e36e5,ApplicationComponent,dlk-engage-servicecloud,b'',b''
dff9c78e-203d-4605-9c1b-2fc6f8d59c3b,ApplicationComponent,Datalake Sales Marketing,b'',b''
e041693d-a841-4ce1-a444-e7e5a46d958a,ApplicationComponent,Salesforce EDV (Partner),b'EI Technology Adrien Delcourt',b''
e3841223-7031-473e-981b-4090f75144eb,ApplicationComponent,Prestations Viticoles,b'',b''
f48ae255-0b47-410b-b494-204418e3946a,ApplicationComponent,"SF Commerce Cloud (Clos19, consumer=ECommerce EU)",b'',b''
fb3972ce-9dde-4dee-a80f-56f370a54f2c,ApplicationComponent,Boomi US,b'',b''
fb640ecb-06e7-4122-b861-d1ee05904a63,ApplicationComponent,SAP EDV,"b""CPI: Pascal GAUTIER\r\n- pas d'env de DEV/TEST ?\r\n- limiter les modifications pr\xc3\xa9vue\r\n\r\n! suppression \xc3\xa9chantillon dans SAP EDV doit \xc3\xa9mettre flux de suppression vers SF""",b''
fc3d4d14-30f1-410e-a17c-5461eedf9421,ApplicationComponent,Physiocap,b'',b''
id-0ec7017322bc442b9b1ba93b95717385,ApplicationComponent,PPP Store,b'',b''
id-18bffc4902eb4cb38ba7759bac59c5de,ApplicationComponent,PIM,b'Inriver',b''
id-1a1b96736ff346f697fa77337f2acbce,ApplicationComponent,Salesforce Sacha,b'Salesforce  Appro CHampagne',b''
id-1d66c8d6e38a4bfc981db14352a22cad,ApplicationComponent,Website Modop,b'',b''
id-2d7900ecc4a54115982a5df815a608b1,ApplicationComponent,Viniteca GFA,b'',b''
id-35a0f56f3adb42ffb0a1b62435b0dd12,ApplicationComponent,Bipo,b'',b''
id-3b4d792323c74a5195803a063252bb4b,ApplicationComponent,O365,b'',b''
id-3ef3bc4969344476867579df23e506bd,ApplicationComponent,MH DiPP,b'Relation fournisseurs\r\n',b''
id-404b61f2faaf48d6a75ddccd47b38994,ApplicationComponent,Website Florentbiffi,b'',b''
id-4057ab4b61ab4a43a170c9cdc45b30ab,ApplicationComponent,Eskio,b'',b''
id-51d64f3470b64fb5ab6b05ac77ee9ff5,ApplicationComponent,Controle Libératoire,b'',b''
id-5338e0b000684cc3be164f67021dabd6,ApplicationComponent,GCP Product,b'',b''
id-62639acaeecf4426aa7427d18482625b,ApplicationComponent,CEGID,b'',b''
id-66a41a8522af4ba4ae8dfe188cafdfaa,ApplicationComponent,Lightspeed,b'',b''
id-73cfb2d0016a4711b9c63a86f71a7a7c,ApplicationComponent,Website Jibest,b'',b''
id-75e62da1f91843719bf7068840e1940c,ApplicationComponent,Anyroad,b'',b''
id-7b232e2472fa46a1ab922bd2d5db5ac6,ApplicationComponent,GCP BH,b'',b''
id-7c799640b3ac45ab925156b8e692919d,ApplicationComponent,Shippeo,b'',b''
id-7d1e1c3743e84cb59f36436db98122c5,ApplicationComponent,Success Factor,b'',b''
id-818f32ffaf42406098083a8a7da6fd7f,ApplicationComponent,MH USA,b'',b''
id-85cc28fb638048bab6575e2d7a232bc0,ApplicationComponent,Club Des Actionnaires,b'',b''
id-9482710984f848f3a228464adff260fa,ApplicationComponent,Adyen,b'',b''
id-a9e9e5523b3b4b84b2c48da8abeb9e20,ApplicationComponent,Website AKQA,b'',b''
id-b0a1fadecb5e4103b2bc0a3a9025eb09,ApplicationComponent,Shopify ?,b'',b''
id-c3f1e90c159b4131bd2849e63fffc603,ApplicationComponent,SFA,b'Salesforce Aspire',b''
id-c9378889d74042e988cc99d87734035e,ApplicationComponent,Seven Rooms,b'',b''
id-caa664fce53d474fabee4f08e22f1c36,ApplicationComponent,Website UltraNoir,b'',b''
id-cd9a3d7d562c4ec08e442d173db21b4e,ApplicationComponent,DAM,b'',b''
id-cf47bae02e4e45729eae5324e3596c9f,ApplicationComponent,SAP,b'',b''
id-d815467e418e4284a313bb5f08a0f8c1,ApplicationComponent,Maxxing,b'',b''
id-d8282599af3c4541a32383238feb67df,ApplicationComponent,GCP Finance,b'',b''
id-d9547c40dee04488947500799bbc0be4,ApplicationComponent,Website Numbered,b'',b''
id-f2759958c0a2429685ea8f2cca7769b1,ApplicationComponent,GCP,b'',b''
,,,,
07526df2-1805-4580-b013-c583af7711de,ApplicationInterface,*digitevent.getQRCode,"b' https://api.digitevent.com/v2/event/:eventId/guests/create \r\nlast name, first name, email, event id'",b''
0779c2ae-8c1c-40a5-b4ec-43516e47f039,ApplicationInterface,boomi_us.postContact,b'',b''
08512146-e7a7-4e35-9a5e-57cd8c947ad9,ApplicationInterface,*winedirect_aus.getMemberShips,b'',b''
0d7cab56-3367-4c7f-b2d7-52fb92444569,ApplicationInterface,engage_sales.postOrder,b'',b''
0f9adba2-ce57-4c8b-9b73-212c562b1a2b,ApplicationInterface,viniteca.getParcelleVigneById,b'',b''
121ab37c-de91-4f51-ab47-e120a1c0aeae,ApplicationInterface,*salesforce_edv.postAchat,b'',b''
126d26e8-3c05-42ae-87c5-671e87ca2036,ApplicationInterface,*mh_cn.postContact,b'',b''
12befecf-b752-4ed5-9514-9e5eed52e525,ApplicationInterface,portail_partenaire.postCalendarEvent,b'gestion du get QR code\r\nhttps://api.digitevent.com/QRCode/:guestId.png\r\npour enrichissement du message\r\n',b''
16d90ea5-0ee8-44c0-90ed-1dc6a1bca42c,ApplicationInterface,*digitevent.postGuest,"b'###NOTE\r\nnote 1: voir si possible de faire un update sur la base event id / email\r\nnote 2: renvoyer id guest digitevent vers SF pour flux udpate\r\nnote 3: statut par d\xc3\xa9faut en dur dans api gateway\r\nnote 4: wrapper les deux m\xc3\xa9thodes POST et PUT et faire un get guest pour v\xc3\xa9rifier la pr\xc3\xa9sence et r\xc3\xa9cup\xc3\xa9rer l\'id pour update\r\nnote 5: la m\xc3\xa9thode create guest ne montre pas les champs email et status, faut-il couple post et put dans le cas d\'une cr\xc3\xa9ation\r\n###\r\n\r\n https://api.digitevent.com/v2/event/:eventId/guests/create \r\nlast name, first name, email, event id\r\n\r\nPOST https://api.digitevent.com/v2/event/:eventId/guests/create?api_key=xxxx\r\n{\r\n    ""guests"": [\r\n        {\r\n            ""name"": ""Picasso"",\r\n            ""firstname"": ""Pablo""\r\n\t\t\t""email"":""test@test.com"",\r\n\t\t\t""status"":""""\r\n        }\r\n    ]\r\n}\r\nreponse:\r\n{\r\n  ""guests"": [\r\n    {\r\n      ""nbarrived"": 0,\r\n      ""invitationStatus"": ""no_status"",\r\n      ""unsubscribe"": false,\r\n      ""masterRegistrationOf"": [],\r\n      ""_id"": ""611674519785ed4951953793"",\r\n      ""name"": ""Picasso"",\r\n      ""firstname"": ""Pablo"",\r\n      ""creationDate"": ""2021-08-13T13:32:01.294Z"",\r\n      ""messages"": [],\r\n      ""submittedForms"": [],\r\n      ""orders"": [],\r\n      ""tickets"": [],\r\n      ""checks"": [],\r\n      ""addedByAccountId"": ""5fd876af9a657a2ed59ea580"",\r\n      ""parentEvent"": ""6116686a8f33c027fae823f6"",\r\n      ""source"": ""api"",\r\n      ""codeId"": ""7522798"",\r\n      ""__v"": 0,\r\n      ""secureId"": ""611674519785ed4951953793-7522798"",\r\n      ""id"": ""611674519785ed4951953793""\r\n    }\r\n  ]\r\n}\r\n'",b''
1822d301-e1ad-4018-997a-0bb65268e33b,ApplicationInterface,salesforce_edv.postLivraison,"b'issus du fichier SAP EDV  ""bon d\'achat"" -> livraison\r\n\r\ncl\xc3\xa9: LIV_Tech_Ext_Key_c\r\napi sf sdtandard: sobjects/Livraison__c'",b''
1cf1d6ec-f313-407f-ab5b-24b8115da721,ApplicationInterface,*engage_sales.getTouchpoints,b'',b''
218fa9af-9683-4ff7-8c22-cff09a970f99,ApplicationInterface,*winedirect_aus.getClubs,b'',b''
242f8146-7e6c-4cb5-9399-34a5e44b1390,ApplicationInterface,viniteca.postStade,b'',b''
2a1a8aa8-054d-4f6f-aa6e-087c24a17fda,ApplicationInterface,*boomi_us.postPrivateAccount,b'',b''
2a748ee1-7166-494a-9726-9923800084fe,ApplicationInterface,boomi_us.postOrder,b'',b''
2ca5fee4-e0e1-4454-95d5-530a940cca2b,ApplicationInterface,salesforce_edv.putEchantillonBouteille,b'',b''
2fdf9d40-6163-47c3-844d-daf5b3f4569d,ApplicationInterface,*engage_backend.postEmailMessage,b'',b''
32d354ea-ce51-4946-8013-8e53cf20603e,ApplicationInterface,file_transfer.postFile,b'',b''
34da1399-8d66-43c5-b04f-1ce2d64f4411,ApplicationInterface,viniteca.postComptage,b'',b''
351af217-b285-43ff-b292-4e12cee3172e,ApplicationInterface,salesforce_edv.deleteLivraison,b'api spe sf services/apexrest/WS05_DeleteLivraison\r\n',b''
3547b476-6ee4-4297-b1fa-0175c937b546,ApplicationInterface,*digitevent.putGuest,"b'### TODO besoin de id guest digitevent\r\n\r\nappel pr\xc3\xa9alable pour r\xc3\xa9cup\xc3\xa9rer le guest id digitevent\r\nemail est-il unique pour un event donn\xc3\xa9 ?\r\nhttps://api.digitevent.com/v2/event/:eventId/guests?params={""limit"":2, ""skip"":0, ""projection"":{""firstname"": 1, ""name"": 1}, ""query"": {""email"": ""test@test.com""}, ""sort"": {""predicate"": ""name"", ""reverse"": 1}}&api_key=xxxx\r\n\r\n\xc3\xa0 partir de guest \r\n\r\npuis POST ou PUT selon\r\n\r\nhttps://api.digitevent.com/v2/event/:eventId/guest/:guestId?api_key=xxxx\r\n\r\n'",b''
39021a17-09a4-4bf0-bd38-93e9e8e7219e,ApplicationInterface,ecep.postNotification,b'',b''
3c77faa0-b28b-48dc-8a3f-1e42429e677c,ApplicationInterface,*winedirect_aus.getOrders,b'',b''
3fedf7f6-857d-4e7f-ad9c-4babcd94ce09,ApplicationInterface,*salesforce_edv.postAccount,b'deux formats possibles en entr\xc3\xa9e:\r\n- SAP ECC (via EDA): transformation faite depuis eda/_subscribers/\r\n- GrApp (en direct dans api si pr\xc3\xa9sence de champs GrApp)\r\n',b''
40772eab-cb0a-4121-b06a-f81e22d81261,ApplicationInterface,egate.getEchantillonById,b'',b''
427a3f37-e4d2-4c79-85bf-9d23c81708b6,ApplicationInterface,egate.putEchantillon,b'',b''
44cfcadb-60f2-4f56-8281-2f9a62329f28,ApplicationInterface,*digitevent.webhook,b'',b''
491e04b5-f06a-40fa-aee2-34d4373bcbaa,ApplicationInterface,datalake_sales_marketing.postOrder,b'',b''
4c13031d-001a-4614-8ea1-91fcd4b8ef1f,ApplicationInterface,viniteca.getParcellesVigneChanges,b'',b''
4cc629ef-013a-488c-9468-a6004db593d4,ApplicationInterface,*salesforce_edv.postDeclarationRecolte,b'deux formats possibles en entr\xc3\xa9e:\r\n- SAP ECC (via EDA): transformation faite depuis eda/_subscribers/\r\n- GrApp (en direct dans api si pr\xc3\xa9sence de champs GrApp)\r\n',b''
4d46085a-af66-4673-a2d5-06aa5f206c5a,ApplicationInterface,*hybris.putContact,b'',b''
4e616d41-baf7-488b-8ee3-d010b8fce004,ApplicationInterface,*engage_sales.getAnonymizations,b'',b''
4f7bbff2-7dec-4d16-807b-4087ca655180,ApplicationInterface,*event_edv.postGuest,b'',b''
4f88b18b-3c83-40bf-ba8a-d3af7ccc138a,ApplicationInterface,*datalake_sales_marketing.postReturn,b'',b''
4fe8658b-b675-4643-bc16-9faac2844a50,ApplicationInterface,MC Collector,b'',b''
503f43d4-2c95-49a9-8c5b-8d0bcfae3db9,ApplicationInterface,*engage_backend.postEmailResults,b'',b''
5139354c-9473-4ae5-8633-76c1c1204ff1,ApplicationInterface,viniteca.postMemento,b'',b''
51e6df77-c4c1-40cb-8fea-9402aa18301f,ApplicationInterface,*engage_sales.getOptouts,b'',b''
52aba030-04b6-4813-91c0-f68bf7c60f39,ApplicationInterface,*digitevent.postCampaign,"b'payload api gateway <api gateway base url>/digitevent/campaigns\r\n{\r\n""id"":""id de la campagne (string)""\r\n""digitEventTemplateId"":""template id de la campagne (string)""\r\n""label"":""nom de la campagne (string)"",\r\n""startDate"":""date de d\xc3\xa9but de la campagne format iso 8601 2012-03-19T07:22.123Z"" ,\r\n""endDate"":""date de d\xc3\xa9but de la campagne format iso 8601 2012-03-19T07:22.123Z""\r\n}\r\nresponse api gateway\r\n{\r\n""digitEventId"":""id de la campagne digit event cr\xc3\xa9\xc3\xa9""\r\n}\r\n\r\nhttps://api.digitevent.com/v2/event/:eventId/duplicate\r\neventId = event template\r\nPOST body\r\n{\r\n""label"":""My Event"",\r\n""startDate"":""2012-03-19T07:22.123Z"",\r\n""endDate"":""2012-03-19T07:22.123Z""\r\n}\r\nresponse digit event:\r\n{\r\n""_id"":""guid12345""\r\n}'",b''
5365b8e6-4aef-46b4-aaf7-7262281e109d,ApplicationInterface,edv.getEchantillon,b'',b''
53e90f4e-04f2-4184-987d-4ac17265ec69,ApplicationInterface,*engage_sales.getEmailMessages,b'',b''
54eccfe1-9b1b-4ba8-991b-2210090ce747,ApplicationInterface,*engage_sales.postContacts,b'',b''
56002bd0-3db0-4f24-ab00-48ed1ac3ceea,ApplicationInterface,Export SFTP,b'',b''
58bbd0b7-b8f4-4b7c-a30b-8a801c477ec2,ApplicationInterface,*digitevent.deleteGuest,"b'###NOTE\r\nnote 1: voir si possible de faire un update sur la base event id / email\r\nnote 2: renvoyer id guest digitevent vers SF pour flux udpate\r\nnote 3: statut par d\xc3\xa9faut en dur dans api gateway\r\nnote 4: wrapper les deux m\xc3\xa9thodes POST et PUT et faire un get guest pour v\xc3\xa9rifier la pr\xc3\xa9sence et r\xc3\xa9cup\xc3\xa9rer l\'id pour update\r\nnote 5: la m\xc3\xa9thode create guest ne montre pas les champs email et status, faut-il couple post et put dans le cas d\'une cr\xc3\xa9ation\r\n###\r\n\r\n https://api.digitevent.com/v2/event/:eventId/guests/create \r\nlast name, first name, email, event id\r\n\r\nPOST https://api.digitevent.com/v2/event/:eventId/guests/create?api_key=xxxx\r\n{\r\n    ""guests"": [\r\n        {\r\n            ""name"": ""Picasso"",\r\n            ""firstname"": ""Pablo""\r\n\t\t\t""email"":""test@test.com"",\r\n\t\t\t""status"":""""\r\n        }\r\n    ]\r\n}\r\nreponse:\r\n{\r\n  ""guests"": [\r\n    {\r\n      ""nbarrived"": 0,\r\n      ""invitationStatus"": ""no_status"",\r\n      ""unsubscribe"": false,\r\n      ""masterRegistrationOf"": [],\r\n      ""_id"": ""611674519785ed4951953793"",\r\n      ""name"": ""Picasso"",\r\n      ""firstname"": ""Pablo"",\r\n      ""creationDate"": ""2021-08-13T13:32:01.294Z"",\r\n      ""messages"": [],\r\n      ""submittedForms"": [],\r\n      ""orders"": [],\r\n      ""tickets"": [],\r\n      ""checks"": [],\r\n      ""addedByAccountId"": ""5fd876af9a657a2ed59ea580"",\r\n      ""parentEvent"": ""6116686a8f33c027fae823f6"",\r\n      ""source"": ""api"",\r\n      ""codeId"": ""7522798"",\r\n      ""__v"": 0,\r\n      ""secureId"": ""611674519785ed4951953793-7522798"",\r\n      ""id"": ""611674519785ed4951953793""\r\n    }\r\n  ]\r\n}\r\n'",b''
5b76e06e-5ff8-466e-9164-78337c92919b,ApplicationInterface,*engage_sales.postInterest,b'',b''
5bef8ba7-06a3-4c6b-92c0-32940975e2a4,ApplicationInterface,event_edv.deleteGuest,b'',b''
5dc90c18-c990-4c49-8d46-8572a440c648,ApplicationInterface,MC>SF Connector,b'',b''
5e9cbbba-8a4b-4ccc-9a93-b19fee27df6a,ApplicationInterface,*bnic.getDeclarationAffectation,b'',b''
5fd3c1d7-1639-472a-a0fa-5a515c6bdf8a,ApplicationInterface,egate.getEngagementById,b'migr\xc3\xa9 en salesforce_edv.getContract\r\n',b''
61e29363-dcc5-49d2-bcca-a5e7cf0bfd00,ApplicationInterface,*portail_partenaire.deleteCalendarEvent (copy),b'gestion du get QR code\r\nhttps://api.digitevent.com/QRCode/:guestId.png\r\npour enrichissement du message\r\n',b''
62150da9-0eba-47e8-926f-baa98d3e6737,ApplicationInterface,*engage_sales.postContacts,b'',b''
62472892-6842-4bca-bf38-054a3f6ecca8,ApplicationInterface,*engage_sales.getCases,b'',b''
64554949-adc0-414c-8b44-a9ca28b476c7,ApplicationInterface,salesforce_edv.getAccount,b'contient mapping SF>GrApp\r\nformat de sortie unique identique \xc3\xa0 celui de egate.getPartenaireById\r\n',b''
65ed55f6-a3d3-4929-bd98-e756b14817c1,ApplicationInterface,purchases.getVendorById,b'',b''
69603a5e-0333-4fe3-91b3-9957e7a9209b,ApplicationInterface,champagne.getParcellesVigne,b'',b''
6a3e648d-a4bf-4704-a6d8-3c248b1b9133,ApplicationInterface,sap_edv.postEchantillonAdministratif,b'format attendu: ligne de text brut au format du fichier echa01 SAP EDV',b''
6bb1ce83-7dce-4e7b-aed5-2439648189ff,ApplicationInterface,bnic.getDocuments,b'',b''
6c621f15-0def-44d7-8399-7be5fe6dd993,ApplicationInterface,*engage_sales.postVisit,b'',b''
6f4d232b-ebde-4b34-ab79-b44015596670,ApplicationInterface,*bnic.getDeclarationRecolte,b'',b''
72141e07-e5c0-434e-a8c0-0295b88918f8,ApplicationInterface,portail_partenaires.postNotification,"b'https://api-front-dev.moet-hennessy.net:8443/swagger/portail_partenaires.json\r\n\r\n\r\n!peut faire transiter \xc3\xa9chantillon, engagement, partenaire ou vente'",b''
74a62a14-b47d-4560-a6e3-9f878f89b1df,ApplicationInterface,*engage_backend.postOptout,b'',b''
7fadee3f-30b9-48af-8fdf-dcc5bad49d2f,ApplicationInterface,engage_backend.getContact,b'',b''
8016788e-a72b-4b24-a7b2-8024ceb5c819,ApplicationInterface,*engage_backend.postContact,b'',b''
80630404-27c0-44cc-b51d-562d229f2bf0,ApplicationInterface,egate.postEchantillon,b'',b''
84422f40-3669-467b-8af2-91ad38a84574,ApplicationInterface,sap_edv.postContrat,b'',b''
861aef35-ec6b-40f0-9b13-f128b889d5be,ApplicationInterface,*solulabo_edv.postAccount,b'api Solulabo\r\nremplace flux fichier [FILE]exp_labo.txt',b''
879d6207-7195-4e1a-b3f7-cc0ad476e6bd,ApplicationInterface,*bnic.getDeclarationFabrications,b'',b''
87dd190d-8526-4151-ab47-0f454eaa01b7,ApplicationInterface,*engage_sales.postContact,b'',b''
89dcc4f9-8fa1-48b4-a7aa-efdebcb4558e,ApplicationInterface,*salesforce_edv.getEchantillonAdministratifFull,b'',b''
8a55c5fc-12e2-4c04-87b4-16d073b0ec1f,ApplicationInterface,*engage_sales.postEmailResults,b'',b''
914ea0cd-4fd6-49dc-aa9e-8e4e4b5705e8,ApplicationInterface,*captain_wallet.postVisit,b'',b''
99aa549a-2043-4cc0-9be8-96749bc7c119,ApplicationInterface,*engage_backend.postTouchpoint,b'',b''
9b3dc582-07c9-4131-9aae-2db5595e0fb4,ApplicationInterface,gcp.pubsub.postMessage,b'',b''
a77531c7-7931-436f-a6f7-b93b567d8735,ApplicationInterface,salesforce_edv.postEchantillonBouteille,"b'Demande de cr\xc3\xa9ation \xc3\xa9chantillon (bouteille, admin, p\xc3\xa8re)\r\nenvoi en cr\xc3\xa9ation (eGateID null ou en update eGateId non null\r\nretour de SF = BouteilleId (eGateID pour GrApp)\r\n'",b''
a83b5c7d-2e2c-4763-ad31-23e94d018846,ApplicationInterface,*eda.postEvent,b'',b''
acd853b2-6e4b-486a-8403-5146a674f92f,ApplicationInterface,*salesforce_b2c.postCase,b'',b''
ade68f2c-e7e1-409a-b9ef-242034dec757,ApplicationInterface,*bnic.getDeclarationAffectations,b'',b''
af22cb8d-f659-4991-8c40-6f436f5866ac,ApplicationInterface,tri_optique.postCaisse,b'',b''
b330279b-9d4c-4def-aabc-3326c5d91bed,ApplicationInterface,salesforce_edv.getEchantillonBouteille,b'',b''
b8707ee6-11e7-4b9b-9aed-447545c32380,ApplicationInterface,*salesforce_edv.postDeclarationAffectation,b'deux formats possibles en entr\xc3\xa9e:\r\n- SAP ECC (via EDA): transformation faite depuis eda/_subscribers/\r\n- GrApp (en direct dans api si pr\xc3\xa9sence de champs GrApp)\r\n',b''
